"X" "Z" "Y"
2.91214446537197 -4.97087855534628 0
-2.149149607867 -5.02149149607867 0
-3.08927748724818 -5.03089277487248 0
-0.675942830741405 -5.00675942830741 0
1.75736218877137 -4.98242637811229 0
-3.60877243243158 -5.03608772432432 0
2.44896697811782 -4.97551033021882 0
-2.11396065726876 -5.02113960657269 0
2.69767260551453 -4.97302327394485 0
-1.98143485374749 -5.01981434853747 0
-3.1854557171464 -5.03185455717146 0
3.11511391028762 -4.96884886089712 0
-0.00339185446500778 -5.00003391854465 0
0.86743975058198 -4.99132560249418 0
-2.65361062809825 -5.02653610628098 0
-1.5962130818516 -5.01596213081852 0
3.16818104311824 -4.96831818956882 0
0.487110536545515 -4.99512889463454 0
-2.45537029206753 -5.02455370292068 0
3.50315984897316 -4.96496840151027 0
0.786693615838885 -4.99213306384161 0
-0.0765151493251324 -5.00076515149325 0
-0.274669272825122 -5.00274669272825 0
3.09533110074699 -4.96904668899253 0
-1.5116227734834 -5.01511622773483 0
0.697409672662616 -4.99302590327337 0
-0.848277920857072 -5.00848277920857 0
-3.84075012803078 -5.03840750128031 0
-1.24113521911204 -5.01241135219112 0
0.516233086585999 -4.99483766913414 0
-2.61992945335805 -5.02619929453358 0
2.00362292118371 -4.97996377078816 0
2.75611913762987 -4.9724388086237 0
-1.70222126506269 -5.01702221265063 0
-1.26897261291742 -5.01268972612917 0
-0.486970081925392 -5.00486970081925 0
-0.574802178889513 -5.00574802178889 0
0.283740840852261 -4.99716259159148 0
3.05396113358438 -4.96946038866416 0
-1.89790546707809 -5.01897905467078 0
-3.56909233145416 -5.03569092331454 0
-1.3004496358335 -5.01300449635834 0
-3.90776015259326 -5.03907760152593 0
-0.191088000312448 -5.00191088000312 0
-3.83484075590968 -5.0383484075591 0
0.477740654721856 -4.99522259345278 0
-1.93207668140531 -5.01932076681405 0
3.46309981867671 -4.96536900181323 0
2.10828571394086 -4.97891714286059 0
3.80561414919794 -4.96194385850802 0
-0.329417984932661 -5.00329417984933 0
-2.05641751922667 -5.02056417519227 0
1.02538100071251 -4.98974618999288 0
-1.78393356502056 -5.01783933565021 0
-2.68690592609346 -5.02686905926093 0
2.89689386636019 -4.9710310613364 0
1.06891948729753 -4.98931080512702 0
0.53296554274857 -4.99467034457251 0
0.139816092327237 -4.99860183907673 0
1.69358442537487 -4.98306415574625 0
-2.77207803167403 -5.02772078031674 0
2.39461329765618 -4.97605386702344 0
2.28988528624177 -4.97710114713758 0
3.04667441919446 -4.96953325580806 0
1.53627316467464 -4.98463726835325 0
0.160657687112689 -4.99839342312887 0
-3.51971095614135 -5.03519710956141 0
-2.68010023236275 -5.02680100232363 0
2.49213059991598 -4.97507869400084 0
-1.26519920490682 -5.01265199204907 0
-0.658358884975314 -5.00658358884975 0
0.281309861689806 -4.9971869013831 0
3.73182105273008 -4.9626817894727 0
2.82028268277645 -4.97179717317224 0
0.562797095626593 -4.99437202904373 0
-0.833966977894306 -5.00833966977894 0
-2.31866107322276 -5.02318661073223 0
1.52324923872948 -4.98476750761271 0
3.79430782236159 -4.96205692177638 0
3.45103483088315 -4.96548965169117 0
0.385860165581107 -4.99614139834419 0
-1.35230033285916 -5.01352300332859 0
-1.10948917083442 -5.01109489170834 0
-1.60155546106398 -5.01601555461064 0
2.83039084263146 -4.97169609157369 0
-3.42564800009131 -5.03425648000091 0
3.02086692489684 -4.96979133075103 0
3.72078302688897 -4.96279216973111 0
-2.30245054326952 -5.0230245054327 0
0.0910458378493786 -4.99908954162151 0
2.24771727435291 -4.97752282725647 0
2.56603818573058 -4.97433961814269 0
-3.81583171524107 -5.03815831715241 0
0.403108764439821 -4.9959689123556 0
-1.09633269906044 -5.0109633269906 0
-0.450296802446246 -5.00450296802446 0
1.18678555823863 -4.98813214441761 0
-1.53784972988069 -5.01537849729881 0
0.815032348036766 -4.99184967651963 0
-3.47282153367996 -5.0347282153368 0
2.66083933971822 -4.97339160660282 0
-1.54980592057109 -5.01549805920571 0
-1.50708104111254 -5.01507081041113 0
-2.64708034694195 -5.02647080346942 0
0.260264046490192 -4.9973973595351 0
0.729281106963754 -4.99270718893036 0
-0.514054367318749 -5.00514054367319 0
3.3098093830049 -4.96690190616995 0
3.18766815774143 -4.96812331842259 0
-3.35392986983061 -5.03353929869831 0
-2.11456311307847 -5.02114563113078 0
2.63197974488139 -4.97368020255119 0
3.50678303465247 -4.96493216965348 0
1.29658857919276 -4.98703411420807 0
2.42682983353734 -4.97573170166463 0
-2.79480407387018 -5.0279480407387 0
2.31071234866977 -4.9768928765133 0
0.451110061258078 -4.99548889938742 0
-1.07246910966933 -5.01072469109669 0
2.1993724219501 -4.9780062757805 0
0.319893032312393 -4.99680106967688 0
3.14643801748753 -4.96853561982512 0
0.483215106651187 -4.99516784893349 0
3.57915191352367 -4.96420848086476 0
-3.94377340376377 -5.03943773403764 0
0.162753522396088 -4.99837246477604 0
-1.07068366184831 -5.01070683661848 0
0.554567258805037 -4.99445432741195 0
-3.24593570642173 -5.03245935706422 0
3.87074781954288 -4.96129252180457 0
-3.77549394592643 -5.03775493945926 0
2.54284508153796 -4.97457154918462 0
1.75105142965913 -4.98248948570341 0
-3.61099917069077 -5.03610999170691 0
-3.65474943816662 -5.03654749438167 0
0.678728023543954 -4.99321271976456 0
-1.23859738744795 -5.01238597387448 0
-0.0254217479377985 -5.00025421747938 0
-3.54242482222617 -5.03542424822226 0
3.46101942844689 -4.96538980571553 0
3.73973532579839 -4.96260264674202 0
0.709876373410225 -4.9929012362659 0
2.6832654774189 -4.97316734522581 0
-0.615211367607117 -5.00615211367607 0
-1.03500652685761 -5.01035006526858 0
-2.67788510210812 -5.02677885102108 0
3.06915045157075 -4.96930849548429 0
-0.558003067970276 -5.0055800306797 0
-1.04503016546369 -5.01045030165464 0
-3.88204414024949 -5.0388204414025 0
0.52853000536561 -4.99471469994634 0
-0.848715346306562 -5.00848715346307 0
-1.33192646689713 -5.01331926466897 0
-1.59953645430505 -5.01599536454305 0
3.8027864433825 -4.96197213556617 0
-1.92516865953803 -5.01925168659538 0
1.69635929353535 -4.98303640706465 0
1.53745512105525 -4.98462544878945 0
-1.9152223393321 -5.01915222339332 0
-1.12309153191745 -5.01123091531917 0
-0.149866085499525 -5.001498660855 0
-3.55580199882388 -5.03555801998824 0
2.97306323051453 -4.97026936769486 0
-2.20650861039758 -5.02206508610398 0
0.910382429137826 -4.99089617570862 0
2.28219469636679 -4.97717805303633 0
1.42481099069118 -4.98575189009309 0
-0.330280022695661 -5.00330280022696 0
3.0509685780853 -4.96949031421915 0
2.34491614811122 -4.97655083851889 0
-3.36551941372454 -5.03365519413725 0
-1.90376491844654 -5.01903764918447 0
-1.86845546774566 -5.01868455467746 0
-0.198465351015329 -5.00198465351015 0
-1.9555077701807 -5.01955507770181 0
-1.74569078721106 -5.01745690787211 0
2.0837812256068 -4.97916218774393 0
-3.48308893106878 -5.03483088931069 0
-3.58583817444742 -5.03585838174447 0
-0.873999385163188 -5.00873999385163 0
-1.38372426480055 -5.01383724264801 0
0.379074659198523 -4.99620925340801 0
2.9474640339613 -4.97052535966039 0
-3.20580158755183 -5.03205801587552 0
0.590210527181625 -4.99409789472818 0
-2.44845711998641 -5.02448457119986 0
-1.13077031821012 -5.0113077031821 0
-0.995793543756008 -5.00995793543756 0
0.780373292043805 -4.99219626707956 0
-1.74919390492141 -5.01749193904921 0
1.12032769620419 -4.98879672303796 0
-0.564045114442706 -5.00564045114443 0
0.0540397670120001 -4.99945960232988 0
2.09652260877192 -4.97903477391228 0
-0.744025519117713 -5.00744025519118 0
-2.65288407541811 -5.02652884075418 0
-1.21588445454836 -5.01215884454548 0
-3.99038661830127 -5.03990386618301 0
-2.95008738525212 -5.02950087385252 0
3.94840892963111 -4.96051591070369 0
-0.198780467733741 -5.00198780467734 1
0.0468416232615709 -4.99953158376738 0
2.09944198839366 -4.97900558011606 0
-1.44600241445005 -5.0144600241445 0
2.24201682396233 -4.97757983176038 0
-2.02625043131411 -5.02026250431314 0
3.81084534712136 -4.96189154652879 0
-3.50141549669206 -5.03501415496692 0
2.48731789924204 -4.97512682100758 0
-2.95297862589359 -5.02952978625894 0
-3.00364101491868 -5.03003641014919 0
2.00651333108544 -4.97993486668915 0
1.68515294790268 -4.98314847052097 0
-0.228340843692422 -5.00228340843692 0
0.846304973587394 -4.99153695026413 0
0.270662626251578 -4.99729337373748 0
3.18071101605892 -4.96819288983941 0
-1.7531604859978 -5.01753160485998 0
-3.77460124343634 -5.03774601243436 0
-3.07073133438826 -5.03070731334388 0
1.4715880099684 -4.98528411990032 0
3.17858888208866 -4.96821411117911 0
-0.090862924233079 -5.00090862924233 0
2.8940743803978 -4.97105925619602 0
0.320989821106195 -4.99679010178894 0
-0.333373203873634 -5.00333373203874 0
2.43542865477502 -4.97564571345225 0
-0.0925199761986732 -5.00092519976199 0
-0.66950436681509 -5.00669504366815 0
-0.189325451850891 -5.00189325451851 0
1.45234291255474 -4.98547657087445 0
3.99035796895623 -4.96009642031044 0
-1.37818823754787 -5.01378188237548 0
1.16740301996469 -4.98832596980035 0
1.78654590807855 -4.98213454091921 0
-0.388080630451441 -5.00388080630451 0
3.37452056072652 -4.96625479439273 0
2.61343265883625 -4.97386567341164 0
3.44107816182077 -4.96558921838179 0
-0.311068654060364 -5.0031106865406 0
-0.395956885069609 -5.0039595688507 0
1.31675583682954 -4.9868324416317 0
-3.68825476430357 -5.03688254764304 0
-1.45597006939352 -5.01455970069394 0
0.0071650967001915 -4.999928349033 0
1.22163060680032 -4.987783693932 0
0.268604857847095 -4.99731395142153 0
1.11522519774735 -4.98884774802253 0
0.0790612120181322 -4.99920938787982 0
0.366128778085113 -4.99633871221915 0
-1.93358601815999 -5.0193358601816 0
1.97123655863106 -4.98028763441369 0
-2.843425527215 -5.02843425527215 0
-0.276080528274179 -5.00276080528274 0
-1.80734707415104 -5.01807347074151 0
0.325996324419975 -4.9967400367558 0
2.84941486828029 -4.9715058513172 0
3.89255192317069 -4.96107448076829 0
3.34194414503872 -4.96658055854961 0
-1.9138123113662 -5.01913812311366 0
-2.30051351897418 -5.02300513518974 0
0.892944365739822 -4.9910705563426 0
2.50043540634215 -4.97499564593658 0
3.43287410028279 -4.96567125899717 0
-1.79813229478896 -5.01798132294789 0
0.0969010498374701 -4.99903098950162 0
-0.428408846259117 -5.00428408846259 0
-0.136026412248611 -5.00136026412249 0
-0.991771934553981 -5.00991771934554 0
-1.06693057529628 -5.01066930575296 0
-2.28033810667694 -5.02280338106677 0
1.80710248090327 -4.98192897519097 0
2.16577560082078 -4.97834224399179 0
2.22718826122582 -4.97772811738774 0
-1.82714261114597 -5.01827142611146 0
-3.82205779850483 -5.03822057798505 0
-1.36544249206781 -5.01365442492068 0
3.78994892165065 -4.96210051078349 0
0.890102615579963 -4.9910989738442 0
0.638823630288243 -4.99361176369712 0
-0.551730835810304 -5.0055173083581 0
-0.312538793310523 -5.00312538793311 0
1.05016728304327 -4.98949832716957 0
-2.47599308751523 -5.02475993087515 0
-1.93260448239744 -5.01932604482397 0
1.26648897863925 -4.98733511021361 0
-0.0977591518312693 -5.00097759151831 0
-0.76790521107614 -5.00767905211076 0
2.12641938589513 -4.97873580614105 0
-1.97323549352586 -5.01973235493526 0
-2.46509214676917 -5.02465092146769 0
-0.935520082712173 -5.00935520082712 0
-1.33302797563374 -5.01333027975634 0
-3.78003152832389 -5.03780031528324 0
-0.406789878383279 -5.00406789878383 0
-1.9117457550019 -5.01911745755002 0
0.27441662363708 -4.99725583376363 0
-0.42106687836349 -5.00421066878364 0
0.897966131567955 -4.99102033868432 0
-2.82831981405616 -5.02828319814056 0
-1.7168618068099 -5.0171686180681 0
1.51540680415928 -4.98484593195841 0
0.412033699452877 -4.99587966300547 0
-3.84018612839282 -5.03840186128393 0
1.53249679505825 -4.98467503204942 0
3.59616688266397 -4.96403833117336 0
-3.92953797243536 -5.03929537972435 0
-0.974081704393029 -5.00974081704393 0
1.60439150780439 -4.98395608492196 0
1.25885370187461 -4.98741146298125 0
1.82045700587332 -4.98179542994127 0
2.29197430796921 -4.97708025692031 0
-1.98209305666387 -5.01982093056664 0
-0.365174161270261 -5.0036517416127 0
-3.31809622608125 -5.03318096226081 1
3.08599525131285 -4.96914004748687 0
1.74088273756206 -4.98259117262438 0
-2.56208299100399 -5.02562082991004 0
-1.01964500918984 -5.0101964500919 0
-2.6921262294054 -5.02692126229405 0
2.61046675220132 -4.97389533247799 0
0.208213793113828 -4.99791786206886 0
2.82145649567246 -4.97178543504328 0
3.24606574140489 -4.96753934258595 0
2.75954291597009 -4.9724045708403 0
1.16405436396599 -4.98835945636034 0
-3.59588683582842 -5.03595886835828 0
3.26350099220872 -4.96736499007791 0
3.9613559897989 -4.96038644010201 0
-3.57219642400742 -5.03572196424007 0
-1.1616798453033 -5.01161679845303 0
-0.244106462225318 -5.00244106462225 0
-0.317749790847301 -5.00317749790847 0
-0.132347317412496 -5.00132347317412 0
-2.17764065600932 -5.02177640656009 0
-1.00883952341974 -5.0100883952342 0
1.15711244381964 -4.9884288755618 0
-2.03439202718437 -5.02034392027184 0
0.0791744142770767 -4.99920825585723 0
-3.2923452463001 -5.032923452463 0
0.902879619970918 -4.99097120380029 0
-3.61189671978354 -5.03611896719784 0
-3.00146057084203 -5.03001460570842 0
0.44392598234117 -4.99556074017659 0
0.799998767673969 -4.99200001232326 0
3.13281364366412 -4.96867186356336 0
1.74265449121594 -4.98257345508784 0
2.72211810573936 -4.97277881894261 0
3.58504277467728 -4.96414957225323 0
-0.533585032448173 -5.00533585032448 0
3.75814177468419 -4.96241858225316 0
2.7617031224072 -4.97238296877593 0
-0.199928971007466 -5.00199928971007 0
-3.43254498206079 -5.03432544982061 0
-3.8976763766259 -5.03897676376626 0
2.44608007743955 -4.9755391992256 0
1.73827047646046 -4.9826172952354 0
1.04600331559777 -4.98953996684402 0
-1.1251659207046 -5.01125165920705 0
-3.62000089511275 -5.03620000895113 0
3.63153558783233 -4.96368464412168 0
0.202463557943702 -4.99797536442056 0
0.457982478663325 -4.99542017521337 0
-0.85279274918139 -5.00852792749181 0
2.78830371424556 -4.97211696285754 0
1.71553038433194 -4.98284469615668 0
2.1177224535495 -4.97882277546451 0
2.66974765434861 -4.97330252345651 0
-1.12070948444307 -5.01120709484443 0
0.368733672425151 -4.99631266327575 0
0.96867523342371 -4.99031324766576 0
1.97892757132649 -4.98021072428674 0
2.48571773059666 -4.97514282269403 0
0.941050821915269 -4.99058949178085 0
3.35338184796274 -4.96646618152037 0
-0.760417560115457 -5.00760417560115 0
-1.04472300224006 -5.0104472300224 0
1.8002747092396 -4.9819972529076 0
-1.70512859337032 -5.0170512859337 0
-0.42090006545186 -5.00420900065452 0
-2.43995899893343 -5.02439958998933 0
1.70928290858865 -4.98290717091411 0
2.77123503014445 -4.97228764969856 0
-0.955455606803298 -5.00955455606803 0
1.6054587867111 -4.98394541213289 0
-1.21613847836852 -5.01216138478368 0
-2.33349577151239 -5.02333495771512 0
2.78030066750944 -4.97219699332491 0
-3.84587043523788 -5.03845870435238 0
-0.882124688476324 -5.00882124688476 0
1.02889147028327 -4.98971108529717 0
1.21114901825786 -4.98788850981742 0
-2.65271440893412 -5.02652714408934 0
2.70895966328681 -4.97291040336713 0
3.92900837957859 -4.96070991620421 0
1.41485380195081 -4.98585146198049 0
3.89144909009337 -4.96108550909907 0
1.75471483170986 -4.9824528516829 0
3.00145228020847 -4.96998547719792 0
-0.898206707090139 -5.0089820670709 0
2.00222465209663 -4.97997775347903 0
-3.83577840961516 -5.03835778409615 0
3.10126816667616 -4.96898731833324 0
-2.27632848732173 -5.02276328487322 0
-2.12204511836171 -5.02122045118362 0
-2.46629676967859 -5.02466296769679 0
-2.73169263079762 -5.02731692630798 0
0.312334902584553 -4.99687665097415 0
-0.393445536494255 -5.00393445536494 0
-2.58386623300612 -5.02583866233006 0
-2.49070583283901 -5.02490705832839 0
-2.7224018778652 -5.02722401877865 0
-1.6048985440284 -5.01604898544028 0
-3.70304716750979 -5.0370304716751 0
2.76783593930304 -4.97232164060697 0
2.39380628429353 -4.97606193715706 0
-1.28866995126009 -5.0128866995126 0
-0.513222077861428 -5.00513222077861 0
-3.99933601915836 -5.03999336019158 0
-1.4239057879895 -5.01423905787989 0
-1.72256784141064 -5.01722567841411 0
-3.16684917546809 -5.03166849175468 0
3.37031772732735 -4.96629682272673 0
-3.94457026571035 -5.0394457026571 0
2.09224651753902 -4.97907753482461 0
-3.92014124616981 -5.0392014124617 0
-3.18298585154116 -5.03182985851541 0
1.53833788447082 -4.98461662115529 0
1.07715075276792 -4.98922849247232 0
3.73576070182025 -4.9626423929818 0
2.12807964719832 -4.97871920352802 0
2.88046671822667 -4.97119533281773 0
3.55427572876215 -4.96445724271238 0
0.110393697395921 -4.99889606302604 0
-3.81138616800308 -5.03811386168003 0
3.44661425612867 -4.96553385743871 0
3.03392233885825 -4.96966077661142 0
-1.52696480415761 -5.01526964804158 0
1.31415333598852 -4.98685846664011 0
3.31873957812786 -4.96681260421872 0
-0.80892032571137 -5.00808920325711 0
3.32972148060799 -4.96670278519392 0
0.313277468085289 -4.99686722531915 0
-0.634707389399409 -5.00634707389399 0
-3.41553875617683 -5.03415538756177 0
0.279640536755323 -4.99720359463245 0
2.71266861632466 -4.97287331383675 0
-0.427617490291595 -5.00427617490292 0
-3.18023055046797 -5.03180230550468 0
2.52615914307535 -4.97473840856925 0
3.52655935846269 -4.96473440641537 0
-0.809112522751093 -5.00809112522751 0
-1.72112709656358 -5.01721127096564 0
-0.0879109539091587 -5.00087910953909 0
3.43001363426447 -4.96569986365736 0
2.99657536484301 -4.97003424635157 0
2.5822467058897 -4.9741775329411 0
2.34687687829137 -4.97653123121709 0
-3.05631977133453 -5.03056319771335 0
-3.85515923239291 -5.03855159232393 0
1.84200370498002 -4.9815799629502 0
-0.0140803065150976 -5.00014080306515 0
-3.71471831947565 -5.03714718319476 0
-2.99890333786607 -5.02998903337866 0
2.4712707772851 -4.97528729222715 0
3.38615995645523 -4.96613840043545 0
-0.272359371185303 -5.00272359371185 0
3.21151874028146 -4.96788481259719 0
-2.76802190765738 -5.02768021907657 0
-0.74319039657712 -5.00743190396577 0
0.93285364843905 -4.99067146351561 0
-0.617947973310947 -5.00617947973311 0
0.51885112002492 -4.99481148879975 0
3.06930625997484 -4.96930693740025 0
2.76462920755148 -4.97235370792449 0
2.1423906981945 -4.97857609301805 0
0.362533899024129 -4.99637466100976 0
-0.0394307356327772 -5.00039430735633 0
1.46407292410731 -4.98535927075893 0
1.1209890153259 -4.98879010984674 0
1.994579102844 -4.98005420897156 0
-3.66508046723902 -5.03665080467239 0
1.67602468468249 -4.98323975315317 0
2.41068040207028 -4.9758931959793 0
0.474513260647655 -4.99525486739352 0
-0.772595318034291 -5.00772595318034 0
2.01486014947295 -4.97985139850527 0
-0.77621079236269 -5.00776210792363 0
1.19699198007584 -4.98803008019924 0
-3.83614528551698 -5.03836145285517 0
-2.65378764458001 -5.0265378764458 0
1.02190818451345 -4.98978091815487 0
-2.12756199389696 -5.02127561993897 0
-3.11074688658118 -5.03110746886581 0
0.581719767302275 -4.99418280232698 0
-3.21007486991584 -5.03210074869916 0
-2.79022319801152 -5.02790223198012 0
0.859277550131083 -4.99140722449869 0
0.886514842510223 -4.9911348515749 0
-0.710802404209971 -5.0071080240421 0
-0.457430744543672 -5.00457430744544 0
2.79206315986812 -4.97207936840132 0
-0.966121796518564 -5.00966121796519 0
-3.87911307625473 -5.03879113076255 0
-1.69157699495554 -5.01691576994956 0
-1.2526531945914 -5.01252653194591 0
-3.91719724051654 -5.03917197240517 0
-2.53008800186217 -5.02530088001862 0
1.88455293513834 -4.98115447064862 0
-0.878484044224024 -5.00878484044224 0
3.37152672000229 -4.96628473279998 0
0.688026186078787 -4.99311973813921 0
3.25809518434107 -4.96741904815659 0
-2.33904547058046 -5.0233904547058 0
